boxcox_area_harv,boxcox_production,boxcox_yield,boxcox_gross_index,boxcox_gross_capita,boxcox_rural_pop,boxcox_total_pop,boxcox_gross_Country area,boxcox_Cropland,boxcox_AFF
1.3615702572485069,1.29007262096628,-0.22731788710470177,0.43146510625692525,0.2166721016663883,0.541571615211476,0.715993122224593,1.13631419779083,0.589279323484543,0.6081408217828572
-1.6374476603095018,-1.6999971793693918,-1.0295492434227083,-1.7738150040968823,-1.6878975734027748,-1.4215018291864447,-1.7862539862107358,-1.689724900209011,-1.6711765924191024,-1.7090793320311908
0.05149797638708331,0.026301918398634615,-0.1552127199176964,0.10789215764119835,0.19851778595681863,0.02615540261222513,0.8829327714063013,1.5811948501910442,1.5755781462457592,0.645473841201168
-1.456568632337163,-1.259835492727049,1.2839400355408779,-0.004188554158542433,0.09307635384624358,-1.4664430601748286,-1.2380580018608183,-0.7524209301659905,-1.4760878877141352,-0.5120835556662918
-1.5195045238595277,-1.3629213643968543,0.9388762113696103,0.07276284005509807,0.24063190302267973,-1.1190975852969323,-1.378908568747541,-1.6948642817485873,-1.56890290792802,-0.5191790984168742
-1.4085538830523234,-1.2879653857659918,0.5848022892915956,-0.07782173813446204,-0.13399227742382802,-1.0960900134819975,-1.2531526454428796,-0.5838038710006043,-0.8526865596448451,-1.3055450632227177
0.9584718234875107,1.036001343520845,0.3743521311323411,0.5139358086440959,0.3690968440651303,0.2714251308816163,0.23730177218896928,0.020821229514232573,0.39166290837883755,0.5161203318844312
0.1797721194654394,0.03632652938167736,-0.6895746158272338,-0.25896787901624924,-0.262005098189142,0.004232043316614235,0.21686723322824722,1.069632491227665,0.5489303615533233,0.10093261583724084
1.4526388326449158,1.5503989481405227,0.4360274178464262,-0.6881809617665681,-0.6161079209446902,1.0379773609649796,1.73184826512171,2.2705283992155376,1.9620976869886226,1.9182850628227006
-0.7175969999020713,-0.6145637474112581,0.5155451729608894,-0.8533435434452556,-1.014683610712875,0.6825189104328485,0.49752421147920406,0.3950961548753063,0.667568586942476,0.23175900167935468
0.9314510033703105,0.8140123681500941,-0.4446266519267248,-0.060490829771558084,-0.18068150420785337,0.507123042994898,0.22081436069783308,-0.517093725890285,0.05330915447302752,-0.6099896504049845
-1.0444039206934352,-1.0378733461744072,-0.21110078968021725,-2.4750174021387785,-2.433621056378496,-1.1335296551828737,-1.0988069941435323,-1.1292722168612717,-1.0910849398934626,-0.9211534614971482
0.9167594810193634,1.221427482732814,1.4806833706882256,0.005286166848342042,0.04380101054279377,0.619272464675025,0.3711965644715405,0.21227430172496833,0.49331036649690074,0.23247931471659875
